step,max_du
175,0.000183646
176,0.000180966
177,0.000182061
178,0.000179691
179,0.000180474
180,0.000178406
181,0.000178885
182,0.000177114
183,0.000177295
184,0.000175814
185,0.000175706
186,0.000174509
187,0.000174119
188,0.000173198
189,0.000172534
190,0.000171884
191,0.000170952
192,0.000170567
193,0.000169375
194,0.000169247
195,0.000167802
196,0.000167926
197,0.000166235
198,0.000166604
199,0.000164674
200,0.000165282
201,0.000163119
202,0.00016396
203,0.000161572
204,0.00016264
205,0.000160032
206,0.000161322
207,0.0001585
208,0.000160005
209,0.000156977
210,0.000158692
211,0.000155463
212,0.000157382
213,0.000153957
214,0.000156075
215,0.000152462
216,0.000154773
217,0.0001512
218,0.000153474
219,0.000150353
220,0.000152181
221,0.000149495
222,0.000150893
223,0.000148629
224,0.00014961
225,0.000147754
226,0.000148333
227,0.000146872
228,0.000147219
229,0.000149693
230,0.00015141
231,0.000152484
232,0.000153185
233,0.000153542
234,0.000153635
235,0.000153544
236,0.000153478
237,0.000153347
238,0.000153066
239,0.000152679
240,0.000152318
241,0.000151808
242,0.000151195
243,0.00015067
244,0.000149897
245,0.000149354
246,0.000148526
247,0.000147919
248,0.000147121
249,0.000146356
250,0.000145641
251,0.000144761
252,0.000143992
253,0.000143258
254,0.000142406
255,0.000141455
256,0.000140765
257,0.00014
258,0.000139165
259,0.000138273
260,0.000137342
261,0.000136628
262,0.000135872
263,0.000135083
264,0.000134269
265,0.000133435
266,0.000132741
267,0.000131734
268,0.000131958
269,0.000130857
270,0.000131172
271,0.000130224
272,0.000130384
273,0.000129585
274,0.000129594
275,0.000128942
276,0.000128802
277,0.000128295
278,0.000128008
279,0.000127644
280,0.000127214
281,0.000126989
282,0.000126418
283,0.000126331
284,0.000125621
285,0.00012567
286,0.000124824
287,0.000125006
288,0.000124027
289,0.000124339
290,0.00012323
291,0.00012367
292,0.000122432
293,0.000122999
294,0.000121636
295,0.000122326
296,0.000121111
297,0.000121652
298,0.000120665
299,0.000120976
300,0.000120212
301,0.000120298
302,0.000119752
303,0.00011962
304,0.000119285
305,0.000118941
306,0.000118812
307,0.000118261
308,0.000118333
309,0.00011758
310,0.000117848
311,0.000116899
312,0.000117357
313,0.00011622
314,0.000116861
315,0.000115865
316,0.00011636
317,0.000115503
318,0.000115855
319,0.000115135
320,0.000115345
321,0.000114759
322,0.000114831
323,0.000114377
324,0.000114312
325,0.000113989
326,0.00011379
327,0.000113595
328,0.000113265
329,0.000113195
330,0.000112736
331,0.00011279
332,0.000112203
333,0.000112379
334,0.000111668
335,0.000111963
336,0.00011113
337,0.000111543
338,0.000110589
339,0.000111117
340,0.000110046
341,0.000110688
342,0.000109501
343,0.000110253
344,0.000108953
345,0.000109815
346,0.000108427
347,0.000109373
348,0.000107989
349,0.000108927
350,0.000107545
351,0.000108478
352,0.000107097
353,0.000108025
354,0.000106691
355,0.000107569
356,0.000106334
357,0.00010711
358,0.000105974
359,0.000106648
360,0.000105609
361,0.000106183
362,0.00010524
363,0.000105716
364,0.000104868
365,0.000105246
366,0.000104492
367,0.000104774
368,0.000104112
369,0.0001043
370,0.000103729
371,0.000103823
372,0.000103343
373,0.000103344
374,0.000102952
375,0.000102862
376,0.000102557
377,0.000102377
378,0.000102156
379,0.000101888
380,0.000101746
381,0.000101393
382,0.000101325
383,0.000101006
384,0.000100886
385,0.000100709
386,0.00010042
387,0.000100389
388,9.99158e-05
389,0.000100035
390,9.9563e-05
391,9.96309e-05
392,9.9291e-05
393,9.9159e-05
394,9.90286e-05
395,9.85934e-05
396,9.87842e-05
397,9.8213e-05
398,9.85698e-05
399,9.79813e-05
400,9.84025e-05
401,9.79403e-05
402,9.83046e-05
403,9.81084e-05
404,9.83046e-05
405,9.84235e-05
406,9.84368e-05
407,9.89305e-05
408,9.87403e-05
409,9.96767e-05
410,9.92563e-05
411,0.000100708
412,0.000100275
413,0.000102061
414,0.000102118
415,0.000103755
416,0.000104316
417,0.00010578
418,0.000106819
419,0.000108092
420,0.000109528
421,0.000110597
422,0.000112295
423,0.000113158
424,0.000114928
425,0.000115587
426,0.000117204
427,0.000117666
428,0.000119073
429,0.000119157
430,0.000120176
431,0.000119831
432,0.000120251
433,0.000119497
434,0.000119163
435,0.000118026
436,0.000116862
437,0.000115376
438,0.000113391
439,0.000111604
440,0.000108883
441,0.000106866
442,0.000103552
443,0.000101406
444,9.76744e-05
445,9.55306e-05
446,9.20082e-05
447,9.36963e-05
448,9.65015e-05
449,9.81722e-05
450,0.000100746
451,0.000102369
452,0.000104609
453,0.000105984
454,0.000107969
455,0.000108902
456,0.000110719
457,0.000111041
458,0.000112776
459,0.000112661
460,0.000114083
461,0.000114126
462,0.000114624
463,0.000114857
464,0.000114416
465,0.000114856
466,0.000113593
467,0.000114159
468,0.000112509
469,0.000112843
470,0.000111416
471,0.000111012
472,0.000109773
473,0.000108791
474,0.000107696
475,0.000106313
476,0.000105316
477,0.000103707
478,0.000102763
479,0.000101086
480,0.000100156
481,9.85444e-05
482,9.75982e-05
483,9.61519e-05
484,9.51684e-05
485,9.3954e-05
486,9.29211e-05
487,9.19758e-05
488,9.08881e-05
489,9.03606e-05
490,8.93855e-05
491,8.89568e-05
492,8.82054e-05
493,8.77486e-05
494,8.7191e-05
495,8.67161e-05
496,9.12348e-05
497,9.63215e-05
498,0.000100612
499,0.000104008
500,0.000106448
501,0.000108058
502,0.000108715
503,0.000108783
504,0.000108824
505,0.00010859
506,0.000108191
507,0.000107772
508,0.000107302
509,0.000106795
510,0.000106317
511,0.000105831
512,0.000105291
513,0.000104786
514,0.000104319
515,0.000103833
516,0.000103335
517,0.000102835
518,0.000102334
519,0.000101836
520,0.00010134
521,0.000100857
522,0.000100429
523,0.000100003
524,9.95715e-05
525,9.91233e-05
526,9.86469e-05
527,9.81288e-05
528,9.77055e-05
529,9.73057e-05
530,9.68889e-05
531,9.64748e-05
532,9.6108e-05
533,9.56479e-05
534,9.51694e-05
535,9.48988e-05
536,9.45114e-05
537,9.40815e-05
538,9.37025e-05
539,9.33747e-05
540,9.30966e-05
541,9.274e-05
542,9.23431e-05
543,9.21938e-05
544,9.18404e-05
545,9.16252e-05
546,9.13708e-05
547,9.12416e-05
548,9.09544e-05
549,9.07842e-05
550,9.06586e-05
551,9.05162e-05
552,9.02409e-05
553,9.01581e-05
554,8.98711e-05
555,8.96905e-05
556,8.93584e-05
557,8.9129e-05
558,8.87204e-05
559,8.79921e-05
560,8.71876e-05
561,8.62196e-05
562,8.5046e-05
563,8.63203e-05
564,8.72809e-05
565,8.79507e-05
566,8.84524e-05
567,8.8335e-05
568,8.84024e-05
569,8.78803e-05
570,8.74969e-05
571,8.6803e-05
572,8.62488e-05
573,8.57485e-05
574,8.50986e-05
575,8.47327e-05
576,8.41491e-05
577,8.37571e-05
578,8.33276e-05
579,8.29089e-05
580,8.25235e-05
581,8.21486e-05
582,8.17385e-05
583,8.14056e-05
584,8.09757e-05
585,8.06832e-05
586,8.02491e-05
587,7.99838e-05
588,7.96172e-05
589,7.9309e-05
590,7.89967e-05
591,7.86597e-05
592,7.83883e-05
593,7.80361e-05
594,7.80065e-05
595,7.77973e-05
596,7.78467e-05
597,7.76781e-05
598,7.7684e-05
599,7.75562e-05
600,7.75185e-05
601,7.74317e-05
602,7.73698e-05
603,7.73046e-05
604,7.73018e-05
605,7.7175e-05
606,7.72308e-05
607,7.70428e-05
608,7.71568e-05
609,7.6908e-05
610,7.70799e-05
611,7.67708e-05
612,7.7e-05
613,7.66312e-05
614,7.69173e-05
615,7.6489e-05
616,7.68317e-05
617,7.63445e-05
618,7.67432e-05
619,7.61975e-05
620,7.66519e-05
621,7.60481e-05
622,7.65577e-05
623,7.58964e-05
624,7.64608e-05
625,7.57423e-05
626,7.63611e-05
627,7.55859e-05
628,7.62586e-05
629,7.54272e-05
630,7.61534e-05
631,7.52662e-05
632,7.60455e-05
633,7.5103e-05
634,7.59349e-05
635,7.49374e-05
636,7.58216e-05
637,7.47697e-05
638,7.57056e-05
639,7.45997e-05
640,7.5587e-05
641,7.44275e-05
642,7.54658e-05
643,7.42532e-05
644,7.5342e-05
645,7.41789e-05
646,7.52155e-05
647,7.41142e-05
648,7.50865e-05
649,7.40467e-05
650,7.4955e-05
651,7.39764e-05
652,7.48209e-05
653,7.39033e-05
654,7.46842e-05
655,7.38274e-05
656,7.45451e-05
657,7.37487e-05
658,7.44035e-05
659,7.36673e-05
660,7.42594e-05
661,7.35831e-05
662,7.41129e-05
663,7.34961e-05
664,7.3964e-05
665,7.40664e-05
666,7.59474e-05
667,7.77333e-05
668,7.9403e-05
669,8.09363e-05
670,8.23142e-05
671,8.35191e-05
672,8.45353e-05
673,8.53494e-05
674,8.59563e-05
675,8.63639e-05
676,8.65468e-05
677,8.65022e-05
678,8.62311e-05
679,8.57368e-05
680,8.51931e-05
681,8.50161e-05
682,8.46312e-05
683,8.40435e-05
684,8.32601e-05
685,8.22907e-05
686,8.11469e-05
687,7.98425e-05
688,7.83922e-05
689,7.68127e-05
690,7.51209e-05
691,7.3335e-05
692,7.22288e-05
693,7.18735e-05
694,7.21406e-05
695,7.17448e-05
696,7.20499e-05
697,7.16135e-05
698,7.19568e-05
699,7.14799e-05
700,7.18613e-05
701,7.13437e-05
702,7.17633e-05
703,7.12052e-05
704,7.16629e-05
705,7.10642e-05
706,7.15602e-05
707,7.10124e-05
708,7.1455e-05
709,7.09602e-05
710,7.13475e-05
711,7.09053e-05
712,7.12376e-05
713,7.08479e-05
714,7.11254e-05
715,7.07879e-05
716,7.10109e-05
717,7.07254e-05
718,7.08941e-05
719,7.06603e-05
720,7.0775e-05
721,7.05927e-05
722,7.06537e-05
723,7.05226e-05
724,7.05301e-05
725,7.04499e-05
726,7.04043e-05
727,7.03748e-05
728,7.02763e-05
729,7.02972e-05
730,7.01462e-05
731,7.02172e-05
732,7.00138e-05
733,7.01346e-05
734,6.98793e-05
735,7.00496e-05
736,6.97427e-05
737,6.99622e-05
738,6.9604e-05
739,6.98724e-05
740,6.95316e-05
741,6.97802e-05
742,6.94675e-05
743,6.96856e-05
744,6.94012e-05
745,6.95886e-05
746,6.93327e-05
747,6.94893e-05
748,6.9262e-05
749,6.93876e-05
750,6.91892e-05
751,6.92836e-05
752,6.91142e-05
753,6.91772e-05
754,6.9037e-05
755,6.90686e-05
756,6.89578e-05
757,6.89577e-05
758,6.88764e-05
759,6.88446e-05
760,6.87929e-05
761,6.87291e-05
762,6.87073e-05
763,6.86243e-05
764,6.86196e-05
765,6.85817e-05
766,6.85299e-05
767,6.85368e-05
768,6.84381e-05
769,6.84897e-05
770,6.83443e-05
771,6.84403e-05
772,6.82485e-05
773,6.83886e-05
774,6.81507e-05
775,6.83348e-05
776,6.80509e-05
777,6.82787e-05
778,6.79491e-05
779,6.82203e-05
780,6.78453e-05
781,6.81598e-05
782,6.77397e-05
783,6.80971e-05
784,6.7632e-05
785,6.80322e-05
786,6.75225e-05
787,6.79651e-05
788,6.74111e-05
789,6.78959e-05
790,6.72978e-05
791,6.78245e-05
792,6.71827e-05
793,6.77509e-05
794,6.70657e-05
795,6.76753e-05
796,6.69468e-05
797,6.75974e-05
798,6.81762e-05
799,7.0915e-05
800,7.33914e-05
801,7.55314e-05
802,7.72979e-05
803,7.86589e-05
804,7.95885e-05
805,8.00673e-05
806,8.01501e-05
807,7.99229e-05
808,7.92694e-05
809,7.82001e-05
810,7.67316e-05
811,7.48874e-05
812,7.26963e-05
813,7.02219e-05
814,6.75633e-05
815,6.67746e-05
816,6.63211e-05
817,6.66567e-05
818,6.60915e-05
819,6.65255e-05
820,6.59028e-05
821,6.63757e-05
822,6.5754e-05
823,6.61996e-05
824,6.55708e-05
825,6.59873e-05
826,6.53314e-05
827,6.57257e-05
828,6.50177e-05
829,6.53982e-05
830,6.46082e-05
831,6.49849e-05
832,6.4163e-05
833,6.4462e-05
834,6.38135e-05
835,6.38029e-05
836,6.34401e-05
837,6.32244e-05
838,6.30227e-05
839,6.28639e-05
840,6.26293e-05
841,6.24576e-05
842,6.21988e-05
843,6.20168e-05
844,6.20762e-05
845,6.22466e-05
846,6.24336e-05
847,6.25033e-05
848,6.28104e-05
849,6.27694e-05
850,6.31883e-05
851,6.30894e-05
852,6.3543e-05
853,6.35897e-05
854,6.38451e-05
855,6.40211e-05
856,6.40605e-05
857,6.43406e-05
858,6.42492e-05
859,6.45022e-05
860,6.42903e-05
861,6.45142e-05
862,6.55589e-05
863,6.67305e-05
864,6.75605e-05
865,6.88606e-05
866,6.98003e-05
867,7.07548e-05
868,7.17771e-05
869,7.23385e-05
870,7.34027e-05
871,7.3765e-05
872,7.45984e-05
873,7.49395e-05
874,7.52966e-05
875,7.55665e-05
876,7.5503e-05
877,7.58186e-05
878,7.53969e-05
879,7.55447e-05
880,7.49646e-05
881,7.46666e-05
882,7.38841e-05
883,7.3183e-05
884,7.22977e-05
885,7.14101e-05
886,7.02838e-05
887,6.9088e-05
888,6.76681e-05
889,6.62261e-05
890,6.44995e-05
891,6.29967e-05
892,6.10915e-05
893,5.94128e-05
894,5.93872e-05
895,5.92032e-05
896,5.88387e-05
897,5.84274e-05
898,5.77369e-05
899,5.69303e-05
900,5.84066e-05
901,5.99267e-05
902,6.14438e-05
903,6.29107e-05
904,6.44441e-05
905,6.58242e-05
906,6.73592e-05
907,6.86123e-05
908,7.01466e-05
909,7.12291e-05
910,7.27729e-05
911,7.36425e-05
912,7.52182e-05
913,7.58389e-05
914,7.74783e-05
915,7.78883e-05
916,7.9567e-05
917,8.01529e-05
918,8.1516e-05
919,8.23352e-05
920,8.33731e-05
921,8.44841e-05
922,8.51986e-05
923,8.6657e-05
924,8.7392e-05
925,8.8914e-05
926,9.01285e-05
927,9.13102e-05
928,9.30052e-05
929,9.42352e-05
930,9.6033e-05
931,9.75931e-05
932,9.9198e-05
933,0.000100972
934,0.000102472
935,0.000104283
936,0.000105735
937,0.000107428
938,0.000108928
939,0.000110292
940,0.000111912
941,0.000112833
942,0.000114545
943,0.000115399
944,0.000116687
945,0.000117651
946,0.000118211
947,0.000119265
948,0.000119294
949,0.000120133
950,0.000120274
951,0.000120183
952,0.000120447
953,0.000119392
954,0.000119784
955,0.000118542
956,0.000118301
957,0.000116998
958,0.000116058
959,0.000114745
960,0.000113155
961,0.000112076
962,0.00010993
963,0.000108867
964,0.000106675
965,0.000105249
966,0.000103251
967,0.000101367
968,9.967e-05
969,9.73619e-05
970,9.58968e-05
971,9.36147e-05
972,9.20557e-05
973,9.00068e-05
974,8.82613e-05
975,8.63397e-05
976,8.46122e-05
977,8.44466e-05
978,8.48451e-05
979,8.45879e-05
980,8.46404e-05
981,8.41695e-05
982,8.38208e-05
983,8.314e-05
984,8.23498e-05
985,8.14682e-05
986,8.02147e-05
987,7.91482e-05
988,7.7431e-05
989,7.62435e-05
990,7.4312e-05
991,7.28346e-05
992,7.08343e-05
993,6.89386e-05
994,6.69375e-05
995,6.57267e-05
996,6.55288e-05
997,6.47802e-05
998,6.46818e-05
999,6.38393e-05
1000,6.38106e-05
1001,6.28635e-05
1002,6.28824e-05
1003,6.1826e-05
1004,6.18683e-05
1005,6.0745e-05
1006,6.07442e-05
1007,5.96992e-05
1008,5.94912e-05
1009,5.8533e-05
1010,5.80973e-05
1011,5.72378e-05
1012,5.65572e-05
1013,5.58108e-05
1014,5.48734e-05
1015,5.4256e-05
1016,5.30589e-05
1017,5.25834e-05
1018,5.12599e-05
1019,5.0809e-05
1020,5.05826e-05
1021,5.05002e-05
1022,5.08835e-05
1023,5.14739e-05
1024,5.23065e-05
1025,5.3309e-05
1026,5.41712e-05
1027,5.49322e-05
1028,5.57827e-05
1029,5.63672e-05
1030,5.71598e-05
1031,5.76205e-05
1032,5.8166e-05
1033,5.86209e-05
1034,5.88108e-05
1035,5.92274e-05
1036,5.93544e-05
1037,5.96274e-05
1038,5.96145e-05
1039,5.95699e-05
1040,5.95376e-05
1041,5.93675e-05
1042,5.92877e-05
1043,5.88188e-05
1044,5.86306e-05
1045,5.81458e-05
1046,5.77877e-05
1047,5.72653e-05
1048,5.66109e-05
1049,5.60809e-05
1050,5.52958e-05
1051,5.46171e-05
1052,5.37427e-05
1053,5.30107e-05
1054,5.21369e-05
1055,5.1137e-05
1056,5.02702e-05
1057,4.91879e-05
1058,4.93083e-05
1059,4.94986e-05
1060,4.97425e-05
1061,4.99324e-05
1062,5.01234e-05
1063,5.03147e-05
1064,5.04484e-05
1065,5.06427e-05
1066,5.07177e-05
1067,5.09165e-05
1068,5.09336e-05
1069,5.11385e-05
1070,5.15601e-05
1071,5.18691e-05
1072,5.2635e-05
1073,5.26734e-05
1074,5.35377e-05
1075,5.34477e-05
1076,5.42786e-05
1077,5.40747e-05
1078,5.48729e-05
1079,5.47925e-05
1080,5.53387e-05
1081,5.53709e-05
1082,5.57134e-05
1083,5.58276e-05
1084,5.60979e-05
1085,5.61815e-05
1086,5.63956e-05
1087,5.64505e-05
1088,5.66227e-05
1089,5.6651e-05
1090,5.67932e-05
1091,5.67969e-05
1092,5.6919e-05
1093,5.69001e-05
1094,5.70096e-05
1095,5.69699e-05
1096,5.70729e-05
1097,5.70138e-05
1098,5.71146e-05
1099,5.70836e-05
1100,5.71394e-05
1101,5.71528e-05
1102,5.71505e-05
1103,5.72066e-05
1104,5.71504e-05
1105,5.7248e-05
1106,5.71407e-05
1107,5.72789e-05
1108,5.71225e-05
1109,5.73007e-05
1110,5.70966e-05
1111,5.73142e-05
1112,5.70632e-05
1113,5.732e-05
1114,5.70226e-05
1115,5.73182e-05
1116,5.69748e-05
1117,5.7309e-05
1118,5.69199e-05
1119,5.72924e-05
1120,5.6858e-05
1121,5.72685e-05
1122,5.67893e-05
1123,5.72374e-05
1124,5.67142e-05
1125,5.71994e-05
1126,5.66333e-05
1127,5.71549e-05
1128,5.65473e-05
1129,5.71047e-05
1130,5.64699e-05
1131,5.70494e-05
1132,5.64528e-05
1133,5.69901e-05
1134,5.64312e-05
1135,5.69276e-05
1136,5.6406e-05
1137,5.68631e-05
1138,5.63781e-05
1139,5.67973e-05
1140,5.63484e-05
1141,5.67312e-05
1142,5.63177e-05
1143,5.66654e-05
1144,5.62868e-05
1145,5.66002e-05
1146,5.62561e-05
1147,5.65359e-05
1148,5.62258e-05
1149,5.64725e-05
1150,5.61958e-05
1151,5.64097e-05
1152,5.61658e-05
1153,5.63469e-05
1154,5.61351e-05
1155,5.62836e-05
1156,5.61027e-05
1157,5.62187e-05
1158,5.60675e-05
1159,5.61513e-05
1160,5.60275e-05
1161,5.60799e-05
1162,5.59806e-05
1163,5.60027e-05
1164,5.59239e-05
1165,5.59176e-05
1166,5.58538e-05
1167,5.58216e-05
1168,5.57655e-05
1169,5.57111e-05
1170,5.56531e-05
1171,5.55825e-05
1172,5.55092e-05
1173,5.5457e-05
1174,5.53249e-05
1175,5.52926e-05
1176,5.50892e-05
1177,5.50789e-05
1178,5.47898e-05
1179,5.48036e-05
1180,5.44122e-05
1181,5.44527e-05
1182,5.39619e-05
1183,5.40109e-05
1184,5.35661e-05
1185,5.34621e-05
1186,5.30766e-05
1187,5.27903e-05
1188,5.24772e-05
1189,5.20061e-05
1190,5.17521e-05
1191,5.10951e-05
1192,5.08871e-05
1193,5.08875e-05
1194,5.23836e-05
1195,5.37443e-05
1196,5.49394e-05
1197,5.59561e-05
1198,5.67831e-05
1199,5.74112e-05
1200,5.78333e-05
1201,5.80444e-05
1202,5.8042e-05
1203,5.78262e-05
1204,5.74095e-05
1205,5.68301e-05
1206,5.60528e-05
1207,5.50862e-05
1208,5.39408e-05
1209,5.28135e-05
1210,5.38961e-05
1211,5.4777e-05
1212,5.55044e-05
1213,5.60492e-05
1214,5.64394e-05
1215,5.66328e-05
1216,5.65946e-05
1217,5.64061e-05
1218,5.60286e-05
1219,5.55117e-05
1220,5.47819e-05
1221,5.38657e-05
1222,5.28423e-05
1223,5.17041e-05
1224,5.04258e-05
1225,4.90141e-05
1226,4.82188e-05
1227,4.74961e-05
1228,4.70204e-05
1229,4.7163e-05
1230,4.75506e-05
1231,4.78721e-05
1232,4.80099e-05
1233,4.79616e-05
1234,4.77266e-05
1235,4.74098e-05
1236,4.74676e-05
1237,4.7831e-05
1238,4.80714e-05
1239,4.82601e-05
1240,4.87213e-05
1241,4.89994e-05
1242,4.92994e-05
1243,4.96177e-05
1244,4.97524e-05
1245,5.00308e-05
1246,5.00233e-05
1247,5.01759e-05
1248,5.00549e-05
1249,4.99944e-05
1250,4.97973e-05
1251,5.02367e-05
1252,5.03458e-05
1253,5.06429e-05
1254,5.081e-05
1255,5.09935e-05
1256,5.12096e-05
1257,5.13061e-05
1258,5.15633e-05
1259,5.15967e-05
1260,5.18888e-05
1261,5.18796e-05
1262,5.22021e-05
1263,5.21675e-05
1264,5.25182e-05
1265,5.24721e-05
1266,5.28509e-05
1267,5.28046e-05
1268,5.32136e-05
1269,5.31759e-05
1270,5.36195e-05
1271,5.36412e-05
1272,5.40818e-05
1273,5.41732e-05
1274,5.46139e-05
1275,5.47853e-05
1276,5.52294e-05
1277,5.5491e-05
1278,5.59416e-05
1279,5.63028e-05
1280,5.67628e-05
1281,5.72314e-05
1282,5.7704e-05
1283,5.82848e-05
1284,5.87733e-05
1285,5.94671e-05
1286,5.99747e-05
1287,6.07777e-05
1288,6.13075e-05
1289,6.22099e-05
1290,6.27644e-05
1291,6.37502e-05
1292,6.4331e-05
1293,6.53776e-05
1294,6.59849e-05
1295,6.70636e-05
1296,6.7696e-05
1297,6.87726e-05
1298,6.94265e-05
1299,7.04626e-05
1300,7.11623e-05
1301,7.20872e-05
1302,7.28707e-05
1303,7.35975e-05
1304,7.44712e-05
1305,7.49445e-05
1306,7.59119e-05
1307,7.62376e-05
1308,7.71427e-05
1309,7.7409e-05
1310,7.81185e-05
1311,7.83126e-05
1312,7.88008e-05
1313,7.89117e-05
1314,7.9161e-05
1315,7.93108e-05
1316,7.9181e-05
1317,7.93705e-05
1318,7.8854e-05
1319,7.90759e-05
1320,7.8406e-05
1321,7.84306e-05
1322,7.76621e-05
1323,7.74493e-05
1324,7.65894e-05
1325,7.61567e-05
1326,7.52591e-05
1327,7.45858e-05
1328,7.37192e-05
1329,7.27759e-05
1330,7.19377e-05
1331,7.07705e-05
1332,6.99578e-05
1333,6.86155e-05
1334,6.78254e-05
1335,6.63575e-05
1336,6.55873e-05
1337,6.41152e-05
1338,6.32894e-05
1339,6.18228e-05
1340,6.09762e-05
1341,5.95191e-05
1342,5.86893e-05
1343,5.72439e-05
1344,5.64669e-05
1345,5.50525e-05
1346,5.43437e-05
1347,5.30532e-05
1348,5.23808e-05
1349,5.30402e-05
1350,5.30924e-05
1351,5.37246e-05
1352,5.37179e-05
1353,5.43296e-05
1354,5.42673e-05
1355,5.48483e-05
1356,5.47818e-05
1357,5.52744e-05
1358,5.52119e-05
1359,5.56027e-05
1360,5.55519e-05
1361,5.5829e-05
1362,5.5797e-05
1363,5.5951e-05
1364,5.60037e-05
1365,5.67684e-05
1366,5.75138e-05
1367,5.8198e-05
1368,5.88188e-05
1369,5.93726e-05
1370,5.98847e-05
1371,6.03381e-05
1372,6.07067e-05
1373,6.0991e-05
1374,6.11948e-05
1375,6.13052e-05
1376,6.12876e-05
1377,6.11788e-05
1378,6.09143e-05
1379,6.05324e-05
1380,5.99844e-05
1381,5.93069e-05
1382,5.84264e-05
1383,5.743e-05
1384,5.6313e-05
1385,5.56787e-05
1386,5.49501e-05
1387,5.41119e-05
1388,5.31927e-05
1389,5.21488e-05
1390,5.10199e-05
1391,5.04384e-05
1392,4.98949e-05
1393,4.97828e-05
1394,4.92353e-05
1395,4.91364e-05
1396,4.92239e-05
1397,4.92468e-05
1398,4.94357e-05
1399,4.94942e-05
1400,4.96075e-05
1401,4.96991e-05
1402,4.97422e-05
1403,4.98643e-05
1404,4.98432e-05
1405,4.99932e-05
1406,4.99146e-05
1407,5.00897e-05
1408,4.999e-05
1409,5.01578e-05
1410,5.00427e-05
1411,5.02018e-05
1412,5.00766e-05
1413,5.02255e-05
1414,5.00953e-05
1415,5.02329e-05
1416,5.01023e-05
1417,5.02274e-05
1418,5.01004e-05
1419,5.02122e-05
1420,5.00923e-05
1421,5.01901e-05
1422,5.00801e-05
1423,5.01634e-05
1424,5.00657e-05
1425,5.01341e-05
1426,5.00503e-05
1427,5.01038e-05
1428,5.00353e-05
1429,5.00737e-05
1430,5.00213e-05
1431,5.00447e-05
1432,5.0009e-05
1433,5.00175e-05
1434,4.99988e-05
1435,4.99924e-05
1436,4.99908e-05
1437,4.99696e-05
1438,4.99852e-05
1439,4.99492e-05
1440,4.99819e-05
1441,4.99312e-05
1442,4.99806e-05
1443,4.99158e-05
1444,4.99813e-05
1445,4.99342e-05
1446,4.99836e-05
1447,4.99547e-05
1448,4.99872e-05
1449,4.9977e-05
1450,4.99918e-05
1451,5.00005e-05
1452,4.99969e-05
1453,5.00248e-05
1454,5.00023e-05
1455,5.00496e-05
1456,5.00075e-05
